company_name,cin,financial_year,cohort,sector,missing_count,missing_columns
HCC (Hindustan Construction Co Ltd),L26922MH1926PLC000407,2016,defaulter,Infrastructure,3,capex|auditor_name|contingent_liabilities_amount
Hanung Toys and Textiles,L74999DL1990PLC041722,2017,defaulter,Textiles,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Hanung Toys and Textiles,L74999DL1990PLC041722,2016,defaulter,Textiles,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Hanung Toys and Textiles,L74999DL1990PLC041722,2015,defaulter,Textiles,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
IVRCL Limited,L45201AP1987PLC007959,2016,defaulter,Infrastructure,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
IVRCL Limited,L45201AP1987PLC007959,2015,defaulter,Infrastructure,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
IVRCL Limited,L45201AP1987PLC007959,2014,defaulter,Infrastructure,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
JVL Agro Industries,L15140UP1989PLC011396,2018,defaulter,FMCG / Foods / Agro,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
JVL Agro Industries,L15140UP1989PLC011396,2017,defaulter,FMCG / Foods / Agro,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
JVL Agro Industries,L15140UP1989PLC011396,2016,defaulter,FMCG / Foods / Agro,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Jaiprakash Associates Ltd,L14106UP1995PLC019017,2016,defaulter,Cement,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Jaiprakash Associates Ltd,L14106UP1995PLC019017,2015,defaulter,Cement,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Jaiprakash Associates Ltd,L14106UP1995PLC019017,2014,defaulter,Cement,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Jaypee Infratech Ltd,L45203UP2007PLC033119,2016,defaulter,Infrastructure,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Jaypee Infratech Ltd,L45203UP2007PLC033119,2015,defaulter,Infrastructure,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Jaypee Infratech Ltd,L45203UP2007PLC033119,2014,defaulter,Infrastructure,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Jyoti Structures Ltd,L45200MH1974PLC017494,2016,defaulter,Infrastructure,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Jyoti Structures Ltd,L45200MH1974PLC017494,2015,defaulter,Infrastructure,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Jyoti Structures Ltd,L45200MH1974PLC017494,2014,defaulter,Infrastructure,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Kingfisher Airlines,L85110KA1995PLC018045,2011,defaulter,Travel / Aviation / Hospitality,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Kingfisher Airlines,L85110KA1995PLC018045,2013,defaulter,Travel / Aviation / Hospitality,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Kingfisher Airlines,L85110KA1995PLC018045,2012,defaulter,Travel / Aviation / Hospitality,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Kwality Ltd,L74899DL1992PLC255519,2017,defaulter,FMCG / Foods / Agro,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Kwality Ltd,L74899DL1992PLC255519,2016,defaulter,FMCG / Foods / Agro,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Kwality Ltd,L74899DL1992PLC255519,2015,defaulter,FMCG / Foods / Agro,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Lanco Infratech Ltd,L45200TG1993PLC015545,2016,defaulter,Infrastructure,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Lanco Infratech Ltd,L45200TG1993PLC015545,2015,defaulter,Infrastructure,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Lanco Infratech Ltd,L45200TG1993PLC015545,2014,defaulter,Infrastructure,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Metalyst Forgings,L28910MH1977PLC019569,2016,defaulter,Engineering / Manufacturing,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Metalyst Forgings,L28910MH1977PLC019569,2015,defaulter,Engineering / Manufacturing,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Metalyst Forgings,L28910MH1977PLC019569,2014,defaulter,Engineering / Manufacturing,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Nakoda Limited,L17111GJ1984PLC045995,2020,defaulter,Textiles,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Nakoda Limited,L17111GJ1984PLC045995,2019,defaulter,Textiles,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Nakoda Limited,L17111GJ1984PLC045995,2018,defaulter,Textiles,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
PC Jeweller Ltd,L36911DL2005PLC134929,2022,defaulter,Gems & Jewellery,1,contingent_liabilities_amount
PC Jeweller Ltd,L36911DL2005PLC134929,2021,defaulter,Gems & Jewellery,1,contingent_liabilities_amount
PC Jeweller Ltd,L36911DL2005PLC134929,2020,defaulter,Gems & Jewellery,1,contingent_liabilities_amount
PSL Limited,L67120DD1987PLC002395,2018,defaulter,Engineering / Manufacturing,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
PSL Limited,L67120DD1987PLC002395,2017,defaulter,Engineering / Manufacturing,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
PSL Limited,L67120DD1987PLC002395,2016,defaulter,Engineering / Manufacturing,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Parekh Aluminex,L27203MH1994PLC080732,2012,defaulter,Engineering / Manufacturing,4,capex|opinion_type|auditor_name|promoter_holding_pct
Parekh Aluminex,L27203MH1994PLC080732,2011,defaulter,Engineering / Manufacturing,4,capex|opinion_type|auditor_name|promoter_holding_pct
Parekh Aluminex,L27203MH1994PLC080732,2010,defaulter,Engineering / Manufacturing,4,capex|opinion_type|auditor_name|promoter_holding_pct
Pratibha Industries,L45200MH1995PLC090760,2017,defaulter,Infrastructure,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Pratibha Industries,L45200MH1995PLC090760,2016,defaulter,Infrastructure,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Pratibha Industries,L45200MH1995PLC090760,2015,defaulter,Infrastructure,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Punj Lloyd Ltd,L74899DL1988PLC033314,2018,defaulter,Infrastructure,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Punj Lloyd Ltd,L74899DL1988PLC033314,2017,defaulter,Infrastructure,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Punj Lloyd Ltd,L74899DL1988PLC033314,2016,defaulter,Infrastructure,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
REI Agro,L14200WB1994PLC104573,2016,defaulter,FMCG / Foods / Agro,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
REI Agro,L14200WB1994PLC104573,2015,defaulter,FMCG / Foods / Agro,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
REI Agro,L14200WB1994PLC104573,2014,defaulter,FMCG / Foods / Agro,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Shree Ganesh Jewellery House,L36911WB2002PLC095086,2015,defaulter,Gems & Jewellery,4,capex|opinion_type|auditor_name|promoter_holding_pct
Shree Ganesh Jewellery House,L36911WB2002PLC095086,2014,defaulter,Gems & Jewellery,4,capex|opinion_type|auditor_name|promoter_holding_pct
Shree Ganesh Jewellery House,L36911WB2002PLC095086,2013,defaulter,Gems & Jewellery,4,capex|opinion_type|auditor_name|promoter_holding_pct
Shree Renuka Sugars Limited,L01542KA1995PLC019046,2022,defaulter,FMCG / Foods / Agro,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Shree Renuka Sugars Limited,L01542KA1995PLC019046,2021,defaulter,FMCG / Foods / Agro,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Shree Renuka Sugars Limited,L01542KA1995PLC019046,2020,defaulter,FMCG / Foods / Agro,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Shri Lakshmi Cotsyn,L17122UP1988PLC009985,2017,defaulter,Textiles,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Shri Lakshmi Cotsyn,L17122UP1988PLC009985,2016,defaulter,Textiles,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Shri Lakshmi Cotsyn,L17122UP1988PLC009985,2015,defaulter,Textiles,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Sical Logistics Ltd,L51909TN1955PLC002431,2020,defaulter,Logistics,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Sical Logistics Ltd,L51909TN1955PLC002431,2019,defaulter,Logistics,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Sical Logistics Ltd,L51909TN1955PLC002431,2018,defaulter,Logistics,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Simbhaoli Sugars Ltd,L15122UP2011PLC044210,2023,defaulter,FMCG / Foods / Agro,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Simbhaoli Sugars Ltd,L15122UP2011PLC044210,2022,defaulter,FMCG / Foods / Agro,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Simbhaoli Sugars Ltd,L15122UP2011PLC044210,2021,defaulter,FMCG / Foods / Agro,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
SpiceJet Ltd,L51909DL1984PLC288239,2023,defaulter,Travel / Aviation / Hospitality,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
SpiceJet Ltd,L51909DL1984PLC288239,2022,defaulter,Travel / Aviation / Hospitality,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
SpiceJet Ltd,L51909DL1984PLC288239,2021,defaulter,Travel / Aviation / Hospitality,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Surya Pharmaceutical,L24232DL1992PLC227186,2014,defaulter,Pharma,5,capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Surya Pharmaceutical,L24232DL1992PLC227186,2013,defaulter,Pharma,4,capex|opinion_type|auditor_name|promoter_holding_pct
Surya Pharmaceutical,L24232DL1992PLC227186,2012,defaulter,Pharma,4,capex|opinion_type|auditor_name|promoter_holding_pct
Suzlon Energy Ltd,L40100GJ1995PLC025447,2018,defaulter,Oil & Gas / Energy,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Suzlon Energy Ltd,L40100GJ1995PLC025447,2017,defaulter,Oil & Gas / Energy,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Suzlon Energy Ltd,L40100GJ1995PLC025447,2016,defaulter,Oil & Gas / Energy,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Unity Infraprojects,L99999MH1997PLC107153,2016,defaulter,Infrastructure,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Unity Infraprojects,L99999MH1997PLC107153,2015,defaulter,Infrastructure,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Unity Infraprojects,L99999MH1997PLC107153,2014,defaulter,Infrastructure,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Varun Industries,L28990MH1996PLC097945,2013,defaulter,Steel & Metals,4,capex|opinion_type|auditor_name|promoter_holding_pct
Varun Industries,L28990MH1996PLC097945,2012,defaulter,Steel & Metals,4,capex|opinion_type|auditor_name|promoter_holding_pct
Varun Industries,L28990MH1996PLC097945,2011,defaulter,Steel & Metals,4,capex|opinion_type|auditor_name|promoter_holding_pct
Videocon Industries Ltd,L99999MH1986PLC103624,2017,defaulter,Engineering / Manufacturing,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Videocon Industries Ltd,L99999MH1986PLC103624,2016,defaulter,Engineering / Manufacturing,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
Videocon Industries Ltd,L99999MH1986PLC103624,2015,defaulter,Engineering / Manufacturing,10,current_assets|current_liabilities|cash_and_equivalents|inventory|receivables|capex|opinion_type|auditor_name|contingent_liabilities_amount|promoter_holding_pct
