company_name,cin,financial_year,cohort,sector,target_wilful_default,debt_to_equity,debt_to_assets,ebitda_margin,pat_margin,roa,roe,ebitda_to_interest,cfo_to_assets,cfo_to_debt,cfo_to_ebitda,retained_earnings_to_assets,net_cash_change_to_assets,log_total_assets,log_revenue,revenue_growth_yoy,debt_growth_yoy,cfo_growth_yoy,asset_growth_yoy
Elder Pharmaceuticals Ltd,L24239MH1983PLC029714,2012,defaulter,Pharma,1,1.128816352492194,0.4554930760525917,0.2299810092516426,0.0853771237648396,0.0490392804227866,0.1215305886434601,2.5439227139968548,0.0113629735058389,0.0249465339941347,0.0860196061114545,0.3915151020217693,-0.0713627401798943,7.446783445880112,6.892326870824918,,,,
Elder Pharmaceuticals Ltd,L24239MH1983PLC029714,2013,defaulter,Pharma,1,1.249964645230963,0.4402892814607174,0.2394615197469791,0.07601978752737,0.0424502882399025,0.1205147654371777,2.140175400449373,-0.0121545310044696,-0.0276057844609466,-0.0908967759414792,0.3429262350389225,-0.0187933322162999,7.699946568638683,7.117286602876485,0.2522722887406187,0.2450984158694789,-2.37782340862423,0.2880933770430604
Elder Pharmaceuticals Ltd,L24239MH1983PLC029714,2014,defaulter,Pharma,1,0.6932790224032587,0.2813557395764993,-0.1509297371088175,0.0163815748650381,0.0040913951554161,0.010081466395112,-0.2805890948242713,0.5958300831193789,2.117710781433608,-15.80635877757983,0.3952070752207132,0.2327497584940359,7.568260459126154,6.180989265398516,-0.6079231205903819,-0.4398206241128916,43.97280178837556,-0.1233838866422429
Era Infra Engineering,L74899DL1990PLC041350,2015,defaulter,Infrastructure,1,7.902007083825266,0.746736583733125,0.1177856301531213,-0.3869257950530035,-0.0733013499944215,-0.7756788665879575,0.303951367781155,0.0276693071516233,0.0370536381293889,1.24,0.0871360035702331,0.0042396519022648,9.100860271357362,7.437206366871292,,,,
Era Infra Engineering,L74899DL1990PLC041350,2016,defaulter,Infrastructure,1,,0.8515579414167347,-0.3047068538398018,-1.0867052023121386,-0.1535768467732524,,-0.4913448735019973,0.0618508577430271,0.0726325887350966,-1.4363143631436317,-0.0618508577430271,-0.0026840938265841,9.055906318669118,7.099201743553092,-0.2868080094228504,0.090243538024802,1.1370967741935485,-0.0439584960392725
Era Infra Engineering,L74899DL1990PLC041350,2017,defaulter,Infrastructure,1,,0.955361534677816,-0.1684558216350123,-1.069364161849711,-0.1592474176094441,,-0.2274247491638795,0.0316035415641908,0.0330801905007079,-1.2598039215686274,-0.2241760944417117,-0.0013526807673389,9.003562174748238,7.099201743553092,0.0,0.0646841167603124,-0.5150943396226415,-0.0509977827050997
First Leasing Co of India,L65910TN1973PLC006423,2011,defaulter,NBFC / Leasing,1,3.801302931596091,0.7208153180975911,0.9310344827586208,0.3060344827586206,0.0438542310067943,0.2312703583061889,1.9636363636363636,-0.0938851142680667,-0.130248500428449,-0.7037037037037037,0.1754169240271772,0.0055589870290302,7.389563953677635,5.44673737166631,,,,
First Leasing Co of India,L65910TN1973PLC006423,2012,defaulter,NBFC / Leasing,1,3.886227544910179,0.7333333333333333,0.95260663507109,0.1516587677725118,0.0180790960451977,0.0958083832335329,1.34,-0.0813559322033898,-0.110939907550077,-0.7164179104477612,0.1757062146892655,-0.0062146892655367,7.478734825567875,5.351858133476067,-0.0905172413793103,0.1122536418166238,0.0526315789473684,0.0932674490426189
First Leasing Co of India,L65910TN1973PLC006423,2013,defaulter,NBFC / Leasing,1,3.8461538461538463,0.7345225603357818,0.9705882352941176,0.1470588235294117,0.0183630640083945,0.0961538461538461,1.2905027932960893,-0.1117523609653725,-0.1521428571428571,-0.922077922077922,0.1789087093389297,0.0110178384050367,7.552762084214147,5.472270673671475,0.1279620853080568,0.0785824345146379,-0.4791666666666667,0.0768361581920904
Gammon India Ltd,L74999DL1922PLC000997,2014,defaulter,Infrastructure,1,4.346086223947841,0.5233991777534672,0.2104117746155406,0.0233099431691208,0.0074769735681264,0.062085637888722,1.351851033751546,-0.0023191851642728,-0.0044310065106087,-0.0343621836244505,0.1173973074072767,0.0022596340473585,9.112489367007704,7.975437458930947,,,,
Gammon India Ltd,L74999DL1922PLC000997,2016,defaulter,Infrastructure,1,2.0449232557433503,0.4623410243084496,0.2587379000728018,0.0169398980774934,0.0098567380198272,0.0435961157300788,1.4932647324858728,0.0004049773977505,0.0008759278897136,0.0026899754450183,0.2189064629685921,0.0031064610074425,9.229956707411308,8.688440319128611,1.0401082296476347,-0.0065527485725122,1.196386115073704,0.124644898895437
Gammon India Ltd,L74999DL1922PLC000997,2017,defaulter,Infrastructure,1,4.88099381584263,0.5261129599265759,0.2723519002275217,-2.3312828291340133,-0.2780067629241692,-2.5791976133503214,0.3737136249759106,0.0210390919794533,0.0399896858317071,0.6477929042904291,0.095375988772005,-0.0115210884991768,8.694634525940238,6.568106000905103,-0.8800084935422114,-0.333762460233298,29.41646489104117,-0.41451937125543
