company_name,cin,years_received,latest_financial_year,model_name,model_version,ml_probability,model_threshold,ml_class,risk_band,rule_flags_triggered,rule_flag_count,top_reasons,support_summary,warnings,yearwise_scores_json
ABG Shipyard Ltd,L61200GJ1985PLC007730,3,2016,hist_gradient_boosting,tier1a_v1,0.752130758736122,0.39999999999999986,1,High,weak_interest_coverage|weak_liquidity|negative_operating_cash_flow|negative_profit_margin|declining_revenue_trend|declining_cash_flow_trend|rising_borrowings_trend|margin_drop,8,"Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs. | Current ratio is below 1, indicating a short-term liquidity deficit. | Operating cash flow is negative despite positive revenue.","ML probability 0.752 against threshold 0.400. 8 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Current ratio is below 1, indicating a short-term liquidity deficit.; Operating cash flow is negative despite positive revenue.",,"[{""financial_year"": 2014, ""ml_probability"": 0.7513238028086736, ""model_threshold"": 0.39999999999999986, ""ml_class"": 1, ""rule_flags_triggered"": [""weak_interest_coverage"", ""excessive_leverage"", ""negative_operating_cash_flow"", ""negative_profit_margin"", ""large_contingent_liabilities"", ""declining_revenue_trend"", ""declining_cash_flow_trend"", ""rising_borrowings_trend""], ""rule_flag_count"": 8, ""critical_rule_count"": 5, ""risk_band"": ""High"", ""top_reasons"": [""Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs."", ""Debt-to-equity is above 2, indicating elevated leverage."", ""Operating cash flow is negative despite positive revenue.""], ""support_summary"": ""ML probability 0.751 against threshold 0.400. 8 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Debt-to-equity is above 2, indicating elevated leverage.; Operating cash flow is negative despite positive revenue."", ""framing_message"": ""This score estimates how closely the company's financial pattern resembles historical wilful defaulter cases in the training dataset."", ""imputed_feature_fraction"": 0.0}, {""financial_year"": 2015, ""ml_probability"": 0.7518057636257858, ""model_threshold"": 0.39999999999999986, ""ml_class"": 1, ""rule_flags_triggered"": [""weak_interest_coverage"", ""excessive_leverage"", ""negative_operating_cash_flow"", ""negative_profit_margin"", ""large_contingent_liabilities"", ""declining_revenue_trend"", ""declining_cash_flow_trend"", ""rising_borrowings_trend"", ""leverage_spike"", ""margin_drop""], ""rule_flag_count"": 10, ""critical_rule_count"": 5, ""risk_band"": ""High"", ""top_reasons"": [""Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs."", ""Debt-to-equity is above 2, indicating elevated leverage."", ""Operating cash flow is negative despite positive revenue.""], ""support_summary"": ""ML probability 0.752 against threshold 0.400. 10 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Debt-to-equity is above 2, indicating elevated leverage.; Operating cash flow is negative despite positive revenue."", ""framing_message"": ""This score estimates how closely the company's financial pattern resembles historical wilful defaulter cases in the training dataset."", ""imputed_feature_fraction"": 0.0}, {""financial_year"": 2016, ""ml_probability"": 0.752130758736122, ""model_threshold"": 0.39999999999999986, ""ml_class"": 1, ""rule_flags_triggered"": [""weak_interest_coverage"", ""weak_liquidity"", ""negative_operating_cash_flow"", ""negative_profit_margin"", ""declining_revenue_trend"", ""declining_cash_flow_trend"", ""rising_borrowings_trend"", ""margin_drop""], ""rule_flag_count"": 8, ""critical_rule_count"": 4, ""risk_band"": ""High"", ""top_reasons"": [""Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs."", ""Current ratio is below 1, indicating a short-term liquidity deficit."", ""Operating cash flow is negative despite positive revenue.""], ""support_summary"": ""ML probability 0.752 against threshold 0.400. 8 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Current ratio is below 1, indicating a short-term liquidity deficit.; Operating cash flow is negative despite positive revenue."", ""framing_message"": ""This score estimates how closely the company's financial pattern resembles historical wilful defaulter cases in the training dataset."", ""imputed_feature_fraction"": 0.0}]"
Alok Industries Ltd,L17110DN1986PLC000334,3,2016,hist_gradient_boosting,tier1a_v1,0.658612489983262,0.39999999999999986,1,High,weak_interest_coverage|excessive_leverage|negative_operating_cash_flow|negative_profit_margin|declining_revenue_trend|declining_cash_flow_trend|rising_borrowings_trend|leverage_spike|margin_drop,9,"Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs. | Debt-to-equity is above 2, indicating elevated leverage. | Operating cash flow is negative despite positive revenue.","ML probability 0.659 against threshold 0.400. 9 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Debt-to-equity is above 2, indicating elevated leverage.; Operating cash flow is negative despite positive revenue.",More than 30% of model input features were imputed for at least one year. | One or more key financial fields were missing and had to be imputed.,"[{""financial_year"": 2013, ""ml_probability"": 0.32841341478902014, ""model_threshold"": 0.39999999999999986, ""ml_class"": 0, ""rule_flags_triggered"": [""excessive_leverage"", ""large_contingent_liabilities"", ""declining_revenue_trend"", ""declining_cash_flow_trend"", ""rising_borrowings_trend""], ""rule_flag_count"": 5, ""critical_rule_count"": 2, ""risk_band"": ""High"", ""top_reasons"": [""Debt-to-equity is above 2, indicating elevated leverage."", ""Contingent liabilities exceed 50% of net worth."", ""Revenue trend over the available years is negative.""], ""support_summary"": ""ML probability 0.328 against threshold 0.400. 5 rule-based red flag(s) were triggered. Key reasons: Debt-to-equity is above 2, indicating elevated leverage.; Contingent liabilities exceed 50% of net worth.; Revenue trend over the available years is negative."", ""framing_message"": ""This score estimates how closely the company's financial pattern resembles historical wilful defaulter cases in the training dataset."", ""imputed_feature_fraction"": 0.3333333333333333}, {""financial_year"": 2015, ""ml_probability"": 0.3288831313598158, ""model_threshold"": 0.39999999999999986, ""ml_class"": 0, ""rule_flags_triggered"": [""excessive_leverage"", ""declining_revenue_trend"", ""declining_cash_flow_trend"", ""rising_borrowings_trend""], ""rule_flag_count"": 4, ""critical_rule_count"": 1, ""risk_band"": ""High"", ""top_reasons"": [""Debt-to-equity is above 2, indicating elevated leverage."", ""Revenue trend over the available years is negative."", ""Operating cash flow trend over the available years is negative.""], ""support_summary"": ""ML probability 0.329 against threshold 0.400. 4 rule-based red flag(s) were triggered. Key reasons: Debt-to-equity is above 2, indicating elevated leverage.; Revenue trend over the available years is negative.; Operating cash flow trend over the available years is negative."", ""framing_message"": ""This score estimates how closely the company's financial pattern resembles historical wilful defaulter cases in the training dataset."", ""imputed_feature_fraction"": 0.0}, {""financial_year"": 2016, ""ml_probability"": 0.658612489983262, ""model_threshold"": 0.39999999999999986, ""ml_class"": 1, ""rule_flags_triggered"": [""weak_interest_coverage"", ""excessive_leverage"", ""negative_operating_cash_flow"", ""negative_profit_margin"", ""declining_revenue_trend"", ""declining_cash_flow_trend"", ""rising_borrowings_trend"", ""leverage_spike"", ""margin_drop""], ""rule_flag_count"": 9, ""critical_rule_count"": 4, ""risk_band"": ""High"", ""top_reasons"": [""Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs."", ""Debt-to-equity is above 2, indicating elevated leverage."", ""Operating cash flow is negative despite positive revenue.""], ""support_summary"": ""ML probability 0.659 against threshold 0.400. 9 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Debt-to-equity is above 2, indicating elevated leverage.; Operating cash flow is negative despite positive revenue."", ""framing_message"": ""This score estimates how closely the company's financial pattern resembles historical wilful defaulter cases in the training dataset."", ""imputed_feature_fraction"": 0.0}]"
Asian Star Company Ltd,L36910MH1995PLC086017,3,2017,hist_gradient_boosting,tier1a_v1,0.7390439956626309,0.39999999999999986,1,High,,0,,ML probability 0.739 against threshold 0.400. No explicit rule-based red flags were triggered.,,"[{""financial_year"": 2015, ""ml_probability"": 0.7519482777140187, ""model_threshold"": 0.39999999999999986, ""ml_class"": 1, ""rule_flags_triggered"": [], ""rule_flag_count"": 0, ""critical_rule_count"": 0, ""risk_band"": ""High"", ""top_reasons"": [], ""support_summary"": ""ML probability 0.752 against threshold 0.400. No explicit rule-based red flags were triggered."", ""framing_message"": ""This score estimates how closely the company's financial pattern resembles historical wilful defaulter cases in the training dataset."", ""imputed_feature_fraction"": 0.0}, {""financial_year"": 2016, ""ml_probability"": 0.7516340438448685, ""model_threshold"": 0.39999999999999986, ""ml_class"": 1, ""rule_flags_triggered"": [], ""rule_flag_count"": 0, ""critical_rule_count"": 0, ""risk_band"": ""High"", ""top_reasons"": [], ""support_summary"": ""ML probability 0.752 against threshold 0.400. No explicit rule-based red flags were triggered."", ""framing_message"": ""This score estimates how closely the company's financial pattern resembles historical wilful defaulter cases in the training dataset."", ""imputed_feature_fraction"": 0.0}, {""financial_year"": 2017, ""ml_probability"": 0.7390439956626309, ""model_threshold"": 0.39999999999999986, ""ml_class"": 1, ""rule_flags_triggered"": [], ""rule_flag_count"": 0, ""critical_rule_count"": 0, ""risk_band"": ""High"", ""top_reasons"": [], ""support_summary"": ""ML probability 0.739 against threshold 0.400. No explicit rule-based red flags were triggered."", ""framing_message"": ""This score estimates how closely the company's financial pattern resembles historical wilful defaulter cases in the training dataset."", ""imputed_feature_fraction"": 0.0}]"
Bhushan Steel Limited,L27109DL1990PLC040690,3,2016,hist_gradient_boosting,tier1a_v1,0.7498371125555043,0.39999999999999986,1,High,weak_interest_coverage|excessive_leverage|weak_liquidity|negative_operating_cash_flow|negative_profit_margin|qualified_audit_signal|large_contingent_liabilities|declining_cash_flow_trend|rising_borrowings_trend|leverage_spike|margin_drop,11,"Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs. | Debt-to-equity is above 2, indicating elevated leverage. | Current ratio is below 1, indicating a short-term liquidity deficit.","ML probability 0.750 against threshold 0.400. 11 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Debt-to-equity is above 2, indicating elevated leverage.; Current ratio is below 1, indicating a short-term liquidity deficit.",,"[{""financial_year"": 2014, ""ml_probability"": 0.7406229475650606, ""model_threshold"": 0.39999999999999986, ""ml_class"": 1, ""rule_flags_triggered"": [""excessive_leverage"", ""weak_liquidity"", ""qualified_audit_signal"", ""declining_cash_flow_trend"", ""rising_borrowings_trend""], ""rule_flag_count"": 5, ""critical_rule_count"": 3, ""risk_band"": ""High"", ""top_reasons"": [""Debt-to-equity is above 2, indicating elevated leverage."", ""Current ratio is below 1, indicating a short-term liquidity deficit."", ""A qualified, adverse, or disclaimer audit opinion was detected.""], ""support_summary"": ""ML probability 0.741 against threshold 0.400. 5 rule-based red flag(s) were triggered. Key reasons: Debt-to-equity is above 2, indicating elevated leverage.; Current ratio is below 1, indicating a short-term liquidity deficit.; A qualified, adverse, or disclaimer audit opinion was detected."", ""framing_message"": ""This score estimates how closely the company's financial pattern resembles historical wilful defaulter cases in the training dataset."", ""imputed_feature_fraction"": 0.0}, {""financial_year"": 2015, ""ml_probability"": 0.7433319182156555, ""model_threshold"": 0.39999999999999986, ""ml_class"": 1, ""rule_flags_triggered"": [""weak_interest_coverage"", ""excessive_leverage"", ""weak_liquidity"", ""negative_profit_margin"", ""qualified_audit_signal"", ""declining_cash_flow_trend"", ""rising_borrowings_trend"", ""leverage_spike"", ""margin_drop""], ""rule_flag_count"": 9, ""critical_rule_count"": 5, ""risk_band"": ""High"", ""top_reasons"": [""Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs."", ""Debt-to-equity is above 2, indicating elevated leverage."", ""Current ratio is below 1, indicating a short-term liquidity deficit.""], ""support_summary"": ""ML probability 0.743 against threshold 0.400. 9 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Debt-to-equity is above 2, indicating elevated leverage.; Current ratio is below 1, indicating a short-term liquidity deficit."", ""framing_message"": ""This score estimates how closely the company's financial pattern resembles historical wilful defaulter cases in the training dataset."", ""imputed_feature_fraction"": 0.0}, {""financial_year"": 2016, ""ml_probability"": 0.7498371125555043, ""model_threshold"": 0.39999999999999986, ""ml_class"": 1, ""rule_flags_triggered"": [""weak_interest_coverage"", ""excessive_leverage"", ""weak_liquidity"", ""negative_operating_cash_flow"", ""negative_profit_margin"", ""qualified_audit_signal"", ""large_contingent_liabilities"", ""declining_cash_flow_trend"", ""rising_borrowings_trend"", ""leverage_spike"", ""margin_drop""], ""rule_flag_count"": 11, ""critical_rule_count"": 7, ""risk_band"": ""High"", ""top_reasons"": [""Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs."", ""Debt-to-equity is above 2, indicating elevated leverage."", ""Current ratio is below 1, indicating a short-term liquidity deficit.""], ""support_summary"": ""ML probability 0.750 against threshold 0.400. 11 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Debt-to-equity is above 2, indicating elevated leverage.; Current ratio is below 1, indicating a short-term liquidity deficit."", ""framing_message"": ""This score estimates how closely the company's financial pattern resembles historical wilful defaulter cases in the training dataset."", ""imputed_feature_fraction"": 0.0}]"
Cox & Kings Limited,L63040MH1939PLC011352,3,2018,hist_gradient_boosting,tier1a_v1,0.4007679354850794,0.39999999999999986,1,High,negative_operating_cash_flow|declining_revenue_trend|declining_cash_flow_trend|rising_borrowings_trend,4,Operating cash flow is negative despite positive revenue. | Revenue trend over the available years is negative. | Operating cash flow trend over the available years is negative.,ML probability 0.401 against threshold 0.400. 4 rule-based red flag(s) were triggered. Key reasons: Operating cash flow is negative despite positive revenue.; Revenue trend over the available years is negative.; Operating cash flow trend over the available years is negative.,,"[{""financial_year"": 2016, ""ml_probability"": 0.3353816931119083, ""model_threshold"": 0.39999999999999986, ""ml_class"": 0, ""rule_flags_triggered"": [""declining_revenue_trend"", ""declining_cash_flow_trend"", ""rising_borrowings_trend""], ""rule_flag_count"": 3, ""critical_rule_count"": 0, ""risk_band"": ""Medium"", ""top_reasons"": [""Revenue trend over the available years is negative."", ""Operating cash flow trend over the available years is negative."", ""Borrowings trend over the available years is increasing.""], ""support_summary"": ""ML probability 0.335 against threshold 0.400. 3 rule-based red flag(s) were triggered. Key reasons: Revenue trend over the available years is negative.; Operating cash flow trend over the available years is negative.; Borrowings trend over the available years is increasing."", ""framing_message"": ""This score estimates how closely the company's financial pattern resembles historical wilful defaulter cases in the training dataset."", ""imputed_feature_fraction"": 0.0}, {""financial_year"": 2017, ""ml_probability"": 0.39745913943897915, ""model_threshold"": 0.39999999999999986, ""ml_class"": 0, ""rule_flags_triggered"": [""negative_operating_cash_flow"", ""declining_revenue_trend"", ""declining_cash_flow_trend"", ""rising_borrowings_trend""], ""rule_flag_count"": 4, ""critical_rule_count"": 1, ""risk_band"": ""High"", ""top_reasons"": [""Operating cash flow is negative despite positive revenue."", ""Revenue trend over the available years is negative."", ""Operating cash flow trend over the available years is negative.""], ""support_summary"": ""ML probability 0.397 against threshold 0.400. 4 rule-based red flag(s) were triggered. Key reasons: Operating cash flow is negative despite positive revenue.; Revenue trend over the available years is negative.; Operating cash flow trend over the available years is negative."", ""framing_message"": ""This score estimates how closely the company's financial pattern resembles historical wilful defaulter cases in the training dataset."", ""imputed_feature_fraction"": 0.0}, {""financial_year"": 2018, ""ml_probability"": 0.4007679354850794, ""model_threshold"": 0.39999999999999986, ""ml_class"": 1, ""rule_flags_triggered"": [""negative_operating_cash_flow"", ""declining_revenue_trend"", ""declining_cash_flow_trend"", ""rising_borrowings_trend""], ""rule_flag_count"": 4, ""critical_rule_count"": 1, ""risk_band"": ""High"", ""top_reasons"": [""Operating cash flow is negative despite positive revenue."", ""Revenue trend over the available years is negative."", ""Operating cash flow trend over the available years is negative.""], ""support_summary"": ""ML probability 0.401 against threshold 0.400. 4 rule-based red flag(s) were triggered. Key reasons: Operating cash flow is negative despite positive revenue.; Revenue trend over the available years is negative.; Operating cash flow trend over the available years is negative."", ""framing_message"": ""This score estimates how closely the company's financial pattern resembles historical wilful defaulter cases in the training dataset."", ""imputed_feature_fraction"": 0.0}]"
Deccan Chronicle Holdings,L22122TG2002PLC040110,3,2012,hist_gradient_boosting,tier1a_v1,0.7521225998325616,0.39999999999999986,1,High,weak_interest_coverage|excessive_leverage|weak_liquidity|negative_profit_margin|large_contingent_liabilities|declining_revenue_trend|declining_cash_flow_trend|rising_borrowings_trend|leverage_spike|margin_drop,10,"Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs. | Debt-to-equity is above 2, indicating elevated leverage. | Current ratio is below 1, indicating a short-term liquidity deficit.","ML probability 0.752 against threshold 0.400. 10 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Debt-to-equity is above 2, indicating elevated leverage.; Current ratio is below 1, indicating a short-term liquidity deficit.",,"[{""financial_year"": 2010, ""ml_probability"": 0.47214282176990635, ""model_threshold"": 0.39999999999999986, ""ml_class"": 1, ""rule_flags_triggered"": [""declining_revenue_trend"", ""declining_cash_flow_trend"", ""rising_borrowings_trend""], ""rule_flag_count"": 3, ""critical_rule_count"": 0, ""risk_band"": ""High"", ""top_reasons"": [""Revenue trend over the available years is negative."", ""Operating cash flow trend over the available years is negative."", ""Borrowings trend over the available years is increasing.""], ""support_summary"": ""ML probability 0.472 against threshold 0.400. 3 rule-based red flag(s) were triggered. Key reasons: Revenue trend over the available years is negative.; Operating cash flow trend over the available years is negative.; Borrowings trend over the available years is increasing."", ""framing_message"": ""This score estimates how closely the company's financial pattern resembles historical wilful defaulter cases in the training dataset."", ""imputed_feature_fraction"": 0.0}, {""financial_year"": 2011, ""ml_probability"": 0.34374973957168975, ""model_threshold"": 0.39999999999999986, ""ml_class"": 0, ""rule_flags_triggered"": [""declining_revenue_trend"", ""declining_cash_flow_trend"", ""rising_borrowings_trend"", ""leverage_spike"", ""margin_drop""], ""rule_flag_count"": 5, ""critical_rule_count"": 0, ""risk_band"": ""Medium"", ""top_reasons"": [""Revenue trend over the available years is negative."", ""Operating cash flow trend over the available years is negative."", ""Borrowings trend over the available years is increasing.""], ""support_summary"": ""ML probability 0.344 against threshold 0.400. 5 rule-based red flag(s) were triggered. Key reasons: Revenue trend over the available years is negative.; Operating cash flow trend over the available years is negative.; Borrowings trend over the available years is increasing."", ""framing_message"": ""This score estimates how closely the company's financial pattern resembles historical wilful defaulter cases in the training dataset."", ""imputed_feature_fraction"": 0.0}, {""financial_year"": 2012, ""ml_probability"": 0.7521225998325616, ""model_threshold"": 0.39999999999999986, ""ml_class"": 1, ""rule_flags_triggered"": [""weak_interest_coverage"", ""excessive_leverage"", ""weak_liquidity"", ""negative_profit_margin"", ""large_contingent_liabilities"", ""declining_revenue_trend"", ""declining_cash_flow_trend"", ""rising_borrowings_trend"", ""leverage_spike"", ""margin_drop""], ""rule_flag_count"": 10, ""critical_rule_count"": 5, ""risk_band"": ""High"", ""top_reasons"": [""Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs."", ""Debt-to-equity is above 2, indicating elevated leverage."", ""Current ratio is below 1, indicating a short-term liquidity deficit.""], ""support_summary"": ""ML probability 0.752 against threshold 0.400. 10 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Debt-to-equity is above 2, indicating elevated leverage.; Current ratio is below 1, indicating a short-term liquidity deficit."", ""framing_message"": ""This score estimates how closely the company's financial pattern resembles historical wilful defaulter cases in the training dataset."", ""imputed_feature_fraction"": 0.0}]"
Elder Pharmaceuticals Ltd,L24239MH1983PLC029714,3,2014,hist_gradient_boosting,tier1a_v1,0.6918084764258701,0.39999999999999986,1,High,weak_liquidity|declining_revenue_trend|margin_drop,3,"Current ratio is below 1, indicating a short-term liquidity deficit. | Revenue trend over the available years is negative. | Net profit margin deteriorated materially year over year.","ML probability 0.692 against threshold 0.400. 3 rule-based red flag(s) were triggered. Key reasons: Current ratio is below 1, indicating a short-term liquidity deficit.; Revenue trend over the available years is negative.; Net profit margin deteriorated materially year over year.",,"[{""financial_year"": 2012, ""ml_probability"": 0.4914184212315941, ""model_threshold"": 0.39999999999999986, ""ml_class"": 1, ""rule_flags_triggered"": [""declining_revenue_trend""], ""rule_flag_count"": 1, ""critical_rule_count"": 0, ""risk_band"": ""High"", ""top_reasons"": [""Revenue trend over the available years is negative.""], ""support_summary"": ""ML probability 0.491 against threshold 0.400. 1 rule-based red flag(s) were triggered. Key reasons: Revenue trend over the available years is negative."", ""framing_message"": ""This score estimates how closely the company's financial pattern resembles historical wilful defaulter cases in the training dataset."", ""imputed_feature_fraction"": 0.0}, {""financial_year"": 2013, ""ml_probability"": 0.6418863628422083, ""model_threshold"": 0.39999999999999986, ""ml_class"": 1, ""rule_flags_triggered"": [""weak_liquidity"", ""negative_operating_cash_flow"", ""declining_revenue_trend""], ""rule_flag_count"": 3, ""critical_rule_count"": 2, ""risk_band"": ""High"", ""top_reasons"": [""Current ratio is below 1, indicating a short-term liquidity deficit."", ""Operating cash flow is negative despite positive revenue."", ""Revenue trend over the available years is negative.""], ""support_summary"": ""ML probability 0.642 against threshold 0.400. 3 rule-based red flag(s) were triggered. Key reasons: Current ratio is below 1, indicating a short-term liquidity deficit.; Operating cash flow is negative despite positive revenue.; Revenue trend over the available years is negative."", ""framing_message"": ""This score estimates how closely the company's financial pattern resembles historical wilful defaulter cases in the training dataset."", ""imputed_feature_fraction"": 0.0}, {""financial_year"": 2014, ""ml_probability"": 0.6918084764258701, ""model_threshold"": 0.39999999999999986, ""ml_class"": 1, ""rule_flags_triggered"": [""weak_liquidity"", ""declining_revenue_trend"", ""margin_drop""], ""rule_flag_count"": 3, ""critical_rule_count"": 1, ""risk_band"": ""High"", ""top_reasons"": [""Current ratio is below 1, indicating a short-term liquidity deficit."", ""Revenue trend over the available years is negative."", ""Net profit margin deteriorated materially year over year.""], ""support_summary"": ""ML probability 0.692 against threshold 0.400. 3 rule-based red flag(s) were triggered. Key reasons: Current ratio is below 1, indicating a short-term liquidity deficit.; Revenue trend over the available years is negative.; Net profit margin deteriorated materially year over year."", ""framing_message"": ""This score estimates how closely the company's financial pattern resembles historical wilful defaulter cases in the training dataset."", ""imputed_feature_fraction"": 0.0}]"
Era Infra Engineering,L74899DL1990PLC041350,3,2017,hist_gradient_boosting,tier1a_v1,0.752183726167995,0.39999999999999986,1,High,weak_interest_coverage|negative_profit_margin|declining_revenue_trend|rising_borrowings_trend,4,"Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs. | Net profit margin is negative. | Revenue trend over the available years is negative.","ML probability 0.752 against threshold 0.400. 4 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Net profit margin is negative.; Revenue trend over the available years is negative.",,"[{""financial_year"": 2015, ""ml_probability"": 0.7520907136387496, ""model_threshold"": 0.39999999999999986, ""ml_class"": 1, ""rule_flags_triggered"": [""weak_interest_coverage"", ""excessive_leverage"", ""negative_profit_margin"", ""declining_revenue_trend"", ""rising_borrowings_trend""], ""rule_flag_count"": 5, ""critical_rule_count"": 3, ""risk_band"": ""High"", ""top_reasons"": [""Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs."", ""Debt-to-equity is above 2, indicating elevated leverage."", ""Net profit margin is negative.""], ""support_summary"": ""ML probability 0.752 against threshold 0.400. 5 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Debt-to-equity is above 2, indicating elevated leverage.; Net profit margin is negative."", ""framing_message"": ""This score estimates how closely the company's financial pattern resembles historical wilful defaulter cases in the training dataset."", ""imputed_feature_fraction"": 0.0}, {""financial_year"": 2016, ""ml_probability"": 0.7521827009507678, ""model_threshold"": 0.39999999999999986, ""ml_class"": 1, ""rule_flags_triggered"": [""weak_interest_coverage"", ""negative_profit_margin"", ""declining_revenue_trend"", ""rising_borrowings_trend"", ""margin_drop""], ""rule_flag_count"": 5, ""critical_rule_count"": 2, ""risk_band"": ""High"", ""top_reasons"": [""Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs."", ""Net profit margin is negative."", ""Revenue trend over the available years is negative.""], ""support_summary"": ""ML probability 0.752 against threshold 0.400. 5 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Net profit margin is negative.; Revenue trend over the available years is negative."", ""framing_message"": ""This score estimates how closely the company's financial pattern resembles historical wilful defaulter cases in the training dataset."", ""imputed_feature_fraction"": 0.0}, {""financial_year"": 2017, ""ml_probability"": 0.752183726167995, ""model_threshold"": 0.39999999999999986, ""ml_class"": 1, ""rule_flags_triggered"": [""weak_interest_coverage"", ""negative_profit_margin"", ""declining_revenue_trend"", ""rising_borrowings_trend""], ""rule_flag_count"": 4, ""critical_rule_count"": 2, ""risk_band"": ""High"", ""top_reasons"": [""Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs."", ""Net profit margin is negative."", ""Revenue trend over the available years is negative.""], ""support_summary"": ""ML probability 0.752 against threshold 0.400. 4 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Net profit margin is negative.; Revenue trend over the available years is negative."", ""framing_message"": ""This score estimates how closely the company's financial pattern resembles historical wilful defaulter cases in the training dataset."", ""imputed_feature_fraction"": 0.0}]"
