company_name,cin,financial_year,cohort,sector,target_wilful_default,debt_to_assets,ebitda_margin,pat_margin,roa,retained_earnings_to_assets,cfo_to_assets,cfo_to_ebitda,net_cash_change_to_assets,log_total_assets,log_revenue
First Leasing Co of India,L65910TN1973PLC006423,2013,defaulter,NBFC / Leasing,1,0.7345225603357818,0.9705882352941176,0.1470588235294117,0.0183630640083945,0.1789087093389297,-0.1117523609653725,-0.922077922077922,0.0110178384050367,7.552762084214147,5.472270673671475
Gammon India Ltd,L74999DL1922PLC000997,2014,defaulter,Infrastructure,1,0.5233991777534672,0.2104117746155406,0.0233099431691208,0.0074769735681264,0.1173973074072767,-0.0023191851642728,-0.0343621836244505,0.0022596340473585,9.112489367007704,7.975437458930947
Gammon India Ltd,L74999DL1922PLC000997,2016,defaulter,Infrastructure,1,0.4623410243084496,0.2587379000728018,0.0169398980774934,0.0098567380198272,0.2189064629685921,0.0004049773977505,0.0026899754450183,0.0031064610074425,9.229956707411308,8.688440319128611
Gammon India Ltd,L74999DL1922PLC000997,2017,defaulter,Infrastructure,1,0.5261129599265759,0.2723519002275217,-2.3312828291340133,-0.2780067629241692,0.095375988772005,0.0210390919794533,0.6477929042904291,-0.0115210884991768,8.694634525940238,6.568106000905103
Gitanjali Gems Limited,L36911MH1986PLC040689,2015,defaulter,Gems & Jewellery,1,0.5337690839694657,0.0763880060296761,0.0026348399607148,0.0019995759117896,0.2940564037319762,0.0266507633587786,0.4597278612970482,-0.0064016115351993,9.151863442217207,8.875976112010202
Gitanjali Gems Limited,L36911MH1986PLC040689,2016,defaulter,Gems & Jewellery,1,0.5179844107288902,0.0486720889391594,0.0041727437790213,0.0041597353199175,0.2991263257649518,0.0637591173868776,1.3140694874441006,0.002799429543208,9.285850360844996,9.282728008057154
Gitanjali Gems Limited,L36911MH1986PLC040689,2017,defaulter,Gems & Jewellery,1,0.4046880949748805,0.0509671975590481,0.0037955922585971,0.0030493422264804,0.2524013953888295,0.0421902445615457,1.0303734813259335,0.0019277186129638,9.474684214247526,9.255769656616602
Grasim Industries Limited,L17124MP1947PLC000410,2015,non_defaulter,Textiles,0,0.0776192133658197,0.1566666666666666,0.0841269841269841,0.0368952314653672,0.7720849286460146,0.0311869126348764,0.4539007092198581,0.0018795683954054,9.57254997141339,8.748304912379623
Grasim Industries Limited,L17124MP1947PLC000410,2016,non_defaulter,Textiles,0,0.1033378287255563,0.2031441632288995,0.1082617906121083,0.054562823106316,0.7742189256012587,0.075354012137559,0.7360043907793633,-0.0010676556529557,9.786728991925932,9.101529466118004
Grasim Industries Limited,L17124MP1947PLC000410,2017,non_defaulter,Textiles,0,0.0353130824643594,0.2541078677749855,0.150782911270056,0.0785854616895874,0.8129565261195909,0.1137977935620371,0.8592620768352985,0.0006045035514583,9.89600966268017,9.24435525056346
HCC (Hindustan Construction Co Ltd),L26922MH1926PLC000407,2016,defaulter,Infrastructure,1,0.4654954093076114,0.2682011967393033,0.0255527301458037,0.0094629978409665,0.1723032553271804,0.0370451000325552,0.3729740599235873,-0.0007599558207023,9.21171342890194,8.218358492309926
HCC (Hindustan Construction Co Ltd),L26922MH1926PLC000407,2017,defaulter,Infrastructure,1,0.3553121301537489,0.2675955919544559,0.0159840079207068,0.0053025799760442,0.2310696734553257,0.0570761461552055,0.6429454761162667,0.0007122468979773,9.324024351301649,8.220629123903995
HCC (Hindustan Construction Co Ltd),L26922MH1926PLC000407,2018,defaulter,Infrastructure,1,0.2949458544854328,0.2229874861081348,0.0193190369635746,0.0069061474778264,0.2381378254320462,0.1173706578254677,1.4724097085642769,0.0039478970233105,9.326008283444768,8.297329256276882
HT Media Limited,L22121DL2002PLC117874,2014,non_defaulter,Media,0,0.1802162595114137,0.2127361791462561,0.1091672498250524,0.0624749699639567,0.5454545454545454,0.0732879455346415,0.6019736842105263,-0.0100120144173007,7.822845290279774,7.264730177929867
HT Media Limited,L22121DL2002PLC117874,2015,non_defaulter,Media,0,0.1077534791252485,0.160553633217993,0.0788927335640138,0.0453280318091451,0.5785288270377733,0.1157057654075546,1.2543103448275863,0.0174950298210735,7.83002808253384,7.275864600546533
HT Media Limited,L22121DL2002PLC117874,2016,non_defaulter,Media,0,0.2837252475247525,0.1854569713142094,0.0620413609072715,0.0287747524752475,0.4820544554455445,0.0426980198019802,0.4964028776978417,-0.0145420792079207,8.080856419640986,7.312553498102598
Hanung Toys and Textiles,L74999DL1990PLC041722,2015,defaulter,Textiles,1,1.6398467432950192,-7.346456692913386,-9.976377952755906,-0.8090676883780332,-0.6781609195402298,-0.0063856960408684,0.0107181136120042,0.0031928480204342,7.356279876550748,4.844187086458591
Hanung Toys and Textiles,L74999DL1990PLC041722,2016,defaulter,Textiles,1,2.8115384615384613,-6.741935483870968,-11.75268817204301,-1.4012820512820512,-2.764102564102564,-0.023076923076923,0.0287081339712918,-0.0115384615384615,6.659293919683638,4.532599493153256
Hanung Toys and Textiles,L74999DL1990PLC041722,2017,defaulter,Textiles,1,3.264437689969605,-3.7777777777777777,-12.22222222222222,-0.1671732522796352,-3.443768996960486,0.0273556231003039,-0.5294117647058824,-0.0,6.489204931325317,2.1972245773362196
